DATAFLOW,LAST UPDATE,freq,reporter,partner,product,flow,indicators,TIME_PERIOD,OBS_VALUE
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Spain (incl. Canary Islands 'XB' from 1997),"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2025,204548.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Spain (incl. Canary Islands 'XB' from 1997),"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2024,86.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Spain (incl. Canary Islands 'XB' from 1997),"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2025,108.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Spain (incl. Canary Islands 'XB' from 1997),"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2024,107109.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Spain (incl. Canary Islands 'XB' from 1997),"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2025,89964.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Spain (incl. Canary Islands 'XB' from 1997),"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2024,1676334.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Spain (incl. Canary Islands 'XB' from 1997),"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2025,1829741.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Spain (incl. Canary Islands 'XB' from 1997),"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2024,90000.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Spain (incl. Canary Islands 'XB' from 1997),"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2025,116020.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Spain (incl. Canary Islands 'XB' from 1997),"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2024,33.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Spain (incl. Canary Islands 'XB' from 1997),"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2025,17.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Spain (incl. Canary Islands 'XB' from 1997),"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2024,112611.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Spain (incl. Canary Islands 'XB' from 1997),"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2025,106762.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Spain (incl. Canary Islands 'XB' from 1997),"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2024,42.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Spain (incl. Canary Islands 'XB' from 1997),"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2025,2836.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Extra-EU27 (from 2020),"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2024,546025.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Extra-EU27 (from 2020),"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2025,1126600.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Extra-EU27 (from 2020),"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2024,298255.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Extra-EU27 (from 2020),"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2025,386776.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Extra-EU27 (from 2020),"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2024,3192.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Extra-EU27 (from 2020),"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2025,2794.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Extra-EU27 (from 2020),"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2024,55038108.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Extra-EU27 (from 2020),"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2025,83557558.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Extra-EU27 (from 2020),"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2024,1310481.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Extra-EU27 (from 2020),"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2025,726984.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Extra-EU27 (from 2020),"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2024,2883639.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Extra-EU27 (from 2020),"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2025,3427046.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Extra-EU27 (from 2020),"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2024,2760.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Extra-EU27 (from 2020),"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2025,43000.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Extra-EU27 (from 2020),"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2024,67925.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Extra-EU27 (from 2020),"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2025,126332.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Finland,"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2025,9750.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Finland,"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2024,1.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Finland,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2024,48.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Finland,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2024,122909.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Finland,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2025,159565.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Finland,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2024,140.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Finland,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2025,30365.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Finland,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2024,13.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2024,18967816.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2025,15867743.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2024,44.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2025,8.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2024,589466.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2025,624759.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2024,9121816.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2025,12021148.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2024,1060387.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2025,1304089.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2024,33876.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2025,43725.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2024,1325280.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2025,1435199.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2024,135.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2025,908.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,United Kingdom,"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2024,546025.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,United Kingdom,"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2025,1082600.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,United Kingdom,"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2024,25506.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,United Kingdom,"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2025,1645.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,United Kingdom,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2024,73.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,United Kingdom,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2025,102.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,United Kingdom,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2024,47072558.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,United Kingdom,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2025,71103254.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,United Kingdom,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2025,20000.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,United Kingdom,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2024,5600.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,United Kingdom,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2025,5800.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,United Kingdom,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2024,840.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,United Kingdom,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2025,22000.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,United Kingdom,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2024,9963.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,United Kingdom,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2025,11063.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Georgia,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2024,133111.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Georgia,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2025,884811.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Georgia,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2024,14.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Croatia,"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2025,1339.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Croatia,"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2024,1250.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Croatia,"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2025,300.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Croatia,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2024,210.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Croatia,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2024,43617.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Croatia,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2025,39983.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Croatia,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2024,245575.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Croatia,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2025,291200.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Croatia,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2025,4.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Croatia,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2024,8184.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Croatia,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2025,16218.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Hungary,"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2024,334716.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Hungary,"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2025,216429.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Hungary,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2024,26.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Hungary,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2024,73682.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Hungary,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2025,158842.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Hungary,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2024,136070.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Hungary,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2025,964826.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Hungary,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2024,3136.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Hungary,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2025,115000.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Hungary,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2025,400.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Ireland (Eire),"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2024,677135.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Ireland (Eire),"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2025,355531.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Ireland (Eire),"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2025,25.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Ireland (Eire),"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2024,462.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Ireland (Eire),"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2024,3226827.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Greece,Ireland (Eire),"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2025,5349034.000
